-149.056436284239,272.086792754394
-160.925812775852,262.865887719588
-172.471761082688,253.245521842988
-183.640372388777,243.181307082835
-194.359766888344,232.66214399092
-204.701823346681,221.765707481369
-214.567706641479,210.458704563384
-224.191023257684,198.951971415909
-233.634667134403,187.300990976028
-242.871683289917,175.483569096173
-251.41688347699,163.18899167371
-259.423009937072,150.53932173334
-266.943969844451,137.612234314285
-273.782090846586,124.318950694225
-280.332712626151,110.848120934619
-286.694668856591,97.277422499682
-292.939839060654,83.651243028148
-299.041267515483,69.9584849369266
-305.205611452021,56.2768300206233
-311.163315542365,42.5507867355581
-317.121040850884,28.7581693809273
-323.168634972452,15.0432345669486
-329.117411159937,1.29501128559571
-334.850562128398,-12.5419871846627
-340.430983422782,-26.4455659933037
-345.885629570147,-40.3935315529221
-350.891029133454,-54.4302827586066
-355.231536706488,-68.6889860380097
-358.988013675297,-83.0697714008218
-361.702202951741,-97.5948514627252
-363.832362456997,-112.430654090255
-365.639046811793,-127.100023414921
-365.981110480742,-141.780550164329
-365.343766394781,-156.605370980699
-363.915694726294,-171.341453303977
-361.472250590055,-185.900034865193
-357.797773765898,-200.203448880079
-352.919214155802,-214.229499907738
-347.007287096551,-227.86721512046
-340.044016123601,-241.083303935854
-332.58650890415,-254.055284996395
-324.302286928244,-266.494663022141
-314.90380184875,-278.190614484428
-304.795408811875,-289.298471260162
-293.968118920498,-299.740556410339
-282.64657536334,-309.605631190855
-271.001513904208,-319.160001977947
-258.538704638977,-327.726801801979
-245.339013927327,-335.084096917004
-231.645065019389,-341.498191144012
-217.420913112876,-346.747155086039
-202.864247974168,-350.853174364942
-188.073921470278,-354.015980384493
-173.130810018201,-356.279955955737
-158.097819811275,-357.756063147071
-143.010897914931,-358.466493710143
-127.870046507569,-358.289186973023
-112.774110100882,-357.035502588732
-97.8219364453601,-354.694343275047
-83.0584630394336,-351.654083304749
-68.4118079881389,-347.914724198615
-54.0437146093627,-343.187759142552
-40.035058196398,-337.484285525254
-26.4667136093006,-330.837594010016
-13.3476701307466,-323.414132609425
-0.552131437069718,-315.524602537985
12.0097575140401,-307.224487080068
24.1582830511167,-298.347341730337
36.0821428987258,-289.226059430294
47.9430782228886,-280.027086207646
59.7680460122958,-270.805904135796
71.6469027840212,-261.662380228873
83.4538487496138,-252.374587457465
95.1709133040266,-243.020201110673
106.968823880201,-233.776761874471
118.793665825245,-224.522209744979
130.564569170513,-215.245449422038
142.551104557936,-206.268272365895
154.474713557805,-197.113537362182
166.164669623109,-187.69247670829
177.854601283464,-178.315785826123
189.688279160546,-169.11661841175
201.512945014384,-159.850856570078
213.068014239711,-150.263289456007
224.757846511355,-140.942017047818
236.735195734936,-131.920323868087
248.60468965118,-122.709978309309
260.330387168397,-113.344271085598
272.092003488977,-104.056221630286
283.844607498792,-94.7126744226807
295.561243976781,-85.3469196234147
307.304812922808,-76.025533579626
319.102271344998,-66.7707080051502
330.818831402959,-57.3827125287355
342.508410138206,-47.9947022062443
354.090131485968,-38.406945153079
365.285440096251,-28.386428989636
376.130279304873,-17.9886356582718
386.41797955665,-7.04712955525218
396.229414219492,4.31603059381592
405.474730411359,16.1119354179128
413.884363640525,28.4959199904784
421.404407469634,41.4014008757529
428.052838805328,54.7507018377509
433.964443455938,68.4550563770958
439.256038655954,82.3813120295319
443.595173549398,96.5516435366025
446.999821078599,110.999339633641
449.5957830693,125.624538075909
451.463934414741,140.3384710849
452.48747427801,155.096746491703
452.522646158893,169.877163708284
451.587428755201,184.613145207536
449.556038006232,199.260299162692
446.455441444327,213.6854708178
442.105945175217,227.844266529007
436.588425331981,241.636824527166
430.163449999122,255.118641937388
423.118543341447,268.289734723872
415.256044158977,281.00584161166
406.629865287213,293.255870899268
397.240012618456,304.951053549303
387.014613595017,315.958231883787
376.0704729618,326.288510269757
364.470488164293,335.875315557161
352.250597709731,344.729748204427
339.365885266893,352.607687995919
325.861275008364,359.453657477285
311.871540570385,365.178893040994
297.540429310734,369.983137319447
282.894892700186,373.844200030869
267.96188966326,376.48467329056
252.939076632482,378.093203303286
237.889333861867,378.991588178325
222.812651989163,379.40175628573
208.023504931816,379.123979869781
192.641375024132,377.858634813893
177.717485000032,375.905348787641
162.856486594654,373.741257721101
148.013454022004,371.37745694225
133.215339998924,368.880525242767
118.444170881699,366.483486787515
103.592128013665,364.197436566291
88.7850056943022,361.545230588343
74.0497543226495,358.826471962633
59.278553723818,356.152123701245
44.52531430771,353.40012573867
29.7720658983591,350.548285102076
15.0457633595196,347.27480591878
0.517118482169451,343.601880890468
-14.1013877989662,340.12871567962
-28.6120896055996,335.667994128547
-42.6555934830845,330.219713946489
-56.5463727674904,324.438563160215
-70.2754440469281,318.291251744258
-83.8787475411762,311.888743391731
-97.2754225645015,304.942529949623
-110.249832783889,297.341643642871
-123.161371474534,289.685293829001
-135.848315021814,281.562910534012
-149.056436284239,272.086792754394
-159.757742156787,263.809061012416
-171.330642369812,254.221983331968